sample_time,time_over,flight_id,aircraft_type,origin,destination,lat,lon,flight_level,route_string
2026-03-29T15:45:35Z,2026-03-29T15:43:21Z,PO00354630,B772,VTBS,EHAM,48.76305555555555,15.45,380,N0493F300 TARED G463 BETNO P646 POXEM/N0494F320 P646 PTN G472 SAGOD/M082F320 N895 BBS/N0491F320 T1 OPONI/M082F320 P628 VIKIT/N0482F340 P628 RK G202 ZB L750 BIROS/N0475F340 L750 RANAH/K0872F340 B449 ZAMIR/K0882F360 B449 MAMED B450 BIBIM A909 RODAR/N0480F360 N644 TETRO M10 SARPI UM10 GOKPA UL746 INB UW90 DEVMU UL852 NEGEM DCT DEGET DCT ALAMU DCT MAREG/N0478F380 DCT KOVEL DCT DITIS DCT VARIK/N0478F400 DCT KATCE DCT NORKU
2026-03-29T15:45:35Z,2026-03-29T15:38:00Z,PO00364873,B738,EKCH,HECA,52.0925,14.0625,370,N0445F350 SALLO M44 KOGIM DCT MASOR DCT IDOBA M725 HDO DCT LANUX/N0451F370 DCT SASAL DCT VEBAL DCT MODRA DCT ALELU DCT MAVAR DCT BITLA DCT KPC UN139 KUMBI L612 BLT A16 CVO DCT
2026-03-29T15:45:35Z,2026-03-29T15:44:35Z,PO00362565,A21N,LYBE,EDDB,48.593333333333334,16.581944444444446,360,N0435F340 TISAK DCT TONDO DCT GITAS/N0441F360 DCT NAVTI DCT LEGAZ/N0411F280 DCT BEFRE T204 NUKRO NUKRO1L
2026-03-29T15:45:35Z,2026-03-29T15:45:05Z,PO00375255,A320,LROP,LKPR,48.56805555555555,18.34138888888889,373,N0450F380 SOKRU DCT OXDOC DCT EMPOS DCT BALAP DCT LALES DCT TUMKA DCT VLM
2026-03-29T15:45:35Z,2026-03-29T15:37:32Z,PO00344010,A319,EPWA,EDDM,51.4625,18.247222222222224,380,N0426F340 SOXER6D SOXER DCT VAMPU DCT BAXIS N869 UVIVI DCT LAGAR DCT IPRUX DCT NIRGO T108 LANDU LANDU2B
2026-03-29T15:45:35Z,2026-03-29T15:40:03Z,PO00357345,A21N,HEGN,EDDH,47.82416666666666,16.338055555555556,360,N0462F320 BOTIX1B BOTIX V608 NABED T55 KUNKI P751 MMA/N0454F340 P751 METRU/N0454F350 DCT VARDI/N0456F360 DCT DIMIS/N0455F350 DCT VEBAL DCT STEIN/N0452F360 DCT LANUX DCT LALUK DCT MILGU DCT SOGMA M748 RARUP RARUP3P
2026-03-29T15:45:35Z,2026-03-29T15:43:28Z,PO00373576,B38M,EPWA,LSZH,51.20027777777778,16.404722222222222,360,N0421F340 SOXER DCT VAMPU N869 UVIVI/N0438F360 N869 AGALU DCT TOMTI DCT ASTEL DCT OKG DCT AMOSA N869 ODEGU/N0397F320 N869 TEDGO/N0385F310 T724 SOLGO/N0369F290 T724 RILAX
2026-03-29T15:45:35Z,2026-03-29T15:42:05Z,PO00369741,B738,LBSF,EGSS,48.20361111111111,16.219722222222224,360,N0396F300 OGOTA3T OGOTA T228 UTEKA DCT DONIV DCT TISAK DCT TONDO DCT TEKNO DCT BEGLA/N0451F380 DCT FMD DCT DITIS DCT OKG DCT VELIS DCT SWALM DCT ARPEG DCT DIBIR DCT BATAK DCT NOGRO M40 RINIS RINIS1A
2026-03-29T15:45:35Z,2026-03-29T15:42:29Z,PO00360092,A320,LRIA,EGGP,48.79222222222222,19.629722222222224,380,N0310F100 ARPIG2B ARPIG P133 TOMUC/N0441F380 DCT HUMOR DCT BUZZE DCT SOMET DCT SAT DCT KARIL DCT ABULI DCT TEPNI DCT MAKAL DCT LALUK DCT RAVLO Y70 POL POL1L
2026-03-29T15:45:35Z,2026-03-29T15:44:01Z,PO00365741,B738,LICC,LKPR,47.97361111111111,15.955277777777777,380,N0458F370 BUDIN DCT SOBRI DCT XOLTA DCT OBUTI/N0458F360 DCT INSAX DCT LOKVU DCT BODAL DCT VLM
2026-03-29T15:45:35Z,2026-03-29T15:42:34Z,PO00372922,A320,LOWW,EBBR,48.158611111111114,15.985555555555555,127,N0430F340 MEDIX1C MEDIX DCT RENKA/N0445F380 DCT INBED DCT TEKTU DCT TESGA DCT UMUPU T880 BATTY BATTY7A
2026-03-29T15:45:35Z,2026-03-29T15:44:40Z,PO00358503,B738,ESSA,LKPR,51.77527777777778,15.374166666666667,346,N0449F360 BABAP T316 NEPVA DCT ROGMI/N0453F380 DCT PENOR DCT LATAG P861 RASAN DCT ASTEL DCT GOLOP
2026-03-29T15:45:35Z,2026-03-29T15:39:37Z,PO00363926,B38M,LTAI,EDDH,47.64666666666667,19.834722222222222,360,N0460F360 EKNUD UQ26 BKZ DCT IBLAX DCT RASUB DCT OLMIP DCT NORAH DCT LALES DCT LEGAZ DCT HDO DCT SOGMA M748 RARUP RARUP3P
2026-03-29T15:45:35Z,2026-03-29T15:44:04Z,PO00350368,B77W,VRMM,EGLL,48.07611111111111,16.264166666666668,360,N0519F280 MUNUT1A MUNUT R329 POMAN P570 OTABI/N0517F290 A474 BBB G208 APANO/N0511F300 G451 AAE/N0502F340 Z8 VIKIT P628 RK G202 ZB L750 KADVI/N0496F320 L750 RANAH B449 MAMED B450 BIBIM A909 RODAR/N0498F340 N644 LAGAS DCT SARPI UM10 GOKPA UL746 ODERO DCT OPT DCT IRLOX DCT EMPOS DCT NEPOT DCT BEGLA DCT DEXIT DCT INBED DCT BOMBI DCT DENUT/N0500F320 L608 LOGAN LOGAN2H
2026-03-29T15:45:35Z,2026-03-29T15:45:03Z,PO00350705,E195,EDDF,EPWR,49.977222222222224,10.783611111111112,324,N0420F350 SULUS7S SULUS L984 OKG DCT DONAD DCT BALTU DCT LAGAR DCT DINOV DINOV1U
2026-03-29T15:45:35Z,2026-03-29T15:43:11Z,PO00368336,B38M,EDDB,LTAI,52.01916666666666,13.449166666666667,124,N0416F310 LUROS4N LUROS M725 HDO DCT EVIKU/N0445F350 DCT NAVTI DCT BEGLA DCT SVR DCT BABIT DCT NIVIS DCT BGD DCT NISVA DCT NIKTI DCT LMO/N0456F370 DCT RIKSO/N0456F370 UN127 IMR UN135 NESIL
2026-03-29T15:45:35Z,2026-03-29T15:40:49Z,PO00361874,A319,LHBP,EGLL,47.88666666666666,16.926388888888887,329,N0453F340 GILEP2R GILEP DCT ZOLKU DCT BEGLA DCT DEXIT/N0455F360 DCT INBED DCT BOMBI DCT DENUT L608 LOGAN LOGAN2H
2026-03-29T15:45:35Z,2026-03-29T15:43:04Z,PO00371858,B738,EPGD,LMML,51.84444444444444,17.953055555555554,360,N0444F360 IRLUN3H IRLUN N133 GRUDA DCT DESEN/N0447F370 DCT XENAK/N0450F380 DCT KOPRY DCT KATTI/N0445F370 DCT VEGAN DCT OBAXU DCT NELDA DCT DIRKA N982 GZO DCT
2026-03-29T15:45:35Z,2026-03-29T15:45:21Z,PO00358387,A320,EDDB,LEPA,52.12611111111111,13.48611111111111,116,N0459F350 LUROS4N LUROS Y211 BEBKU Z36 MAREM DCT APRAQ DCT BUDEX/N0459F360 DCT MATIG DCT DETSA/N0459F370 DCT NESTI DCT VOG DCT GEKBA DCT VAMTU/N0459F330 DCT KOLON DCT GANGU DCT PADKO/N0455F310 DCT VATIR DCT PIVUS DCT BODEQ DCT VERSO L129 LUNIK
